0.000000000000000000e+00,3.434728145348960425e+03,9.340669611383384563e+02,3.096886981425157956e+03,5.374241622268335050e+03,3.486259258899592169e+03,1.740202493398235447e+03,1.328349012025372758e+03,2.672379108800016638e+03,2.547075375075025931e+03
3.434728145348960425e+03,0.000000000000000000e+00,4.315988257026269821e+03,4.726053757691995088e+03,3.236374774850502945e+03,6.994224699743327847e+02,5.121464754022578745e+03,2.290275355591003972e+03,6.050415866866094802e+03,5.950299778372942455e+03
9.340669611383384563e+02,4.315988257026269821e+03,0.000000000000000000e+00,3.468002529475374558e+03,5.892375024831557312e+03,4.410255562416476096e+03,1.161497592424830145e+03,2.084704194728756647e+03,1.997550761558255090e+03,1.831383387511123146e+03
3.096886981425157956e+03,4.726053757691995088e+03,3.468002529475374558e+03,0.000000000000000000e+00,7.728009838805293839e+03,4.259249628170400683e+03,2.888646654148816651e+03,3.917814204571227947e+03,3.239003361930840128e+03,3.330534416119618982e+03
5.374241622268335050e+03,3.236374774850502945e+03,5.892375024831557312e+03,7.728009838805293839e+03,0.000000000000000000e+00,3.904060549751773124e+03,7.021431414843505081e+03,4.088339049637076641e+03,7.889335378701751324e+03,7.717388545503863497e+03
3.486259258899592169e+03,6.994224699743327847e+02,4.410255562416476096e+03,4.259249628170400683e+03,3.904060549751773124e+03,0.000000000000000000e+00,5.069483123186933881e+03,2.539534011454614301e+03,5.974049383633523576e+03,5.899168934587105468e+03
1.740202493398235447e+03,5.121464754022578745e+03,1.161497592424830145e+03,2.888646654148816651e+03,7.021431414843505081e+03,5.069483123186933881e+03,0.000000000000000000e+00,3.061558255906761588e+03,9.347586780133037792e+02,8.314449549890177877e+02
1.328349012025372758e+03,2.290275355591003972e+03,2.084704194728756647e+03,3.917814204571227947e+03,4.088339049637076641e+03,2.539534011454614301e+03,3.061558255906761588e+03,0.000000000000000000e+00,3.987867841847672935e+03,3.851274713238724871e+03
2.672379108800016638e+03,6.050415866866094802e+03,1.997550761558255090e+03,3.239003361930840128e+03,7.889335378701751324e+03,5.974049383633523576e+03,9.347586780133037792e+02,3.987867841847672935e+03,0.000000000000000000e+00,2.056039392860123201e+02
2.547075375075025931e+03,5.950299778372942455e+03,1.831383387511123146e+03,3.330534416119618982e+03,7.717388545503863497e+03,5.899168934587105468e+03,8.314449549890177877e+02,3.851274713238724871e+03,2.056039392860123201e+02,0.000000000000000000e+00
